ID,Pred
2021_1101_1104,0.47450900077819824
2021_1101_1111,0.9071775823831558
2021_1104_1111,0.9159146696329117
2021_1101_1116,0.4698846936225891
2021_1104_1116,0.4969584345817566
2021_1111_1116,0.014820456504821777
2021_1101_1124,0.2073691487312317
2021_1104_1124,0.22575879096984863
2021_1111_1124,0.004420578479766846
2021_1116_1124,0.2833736538887024
2021_1101_1140,0.5846045017242432
2021_1104_1140,0.6106737852096558
2021_1111_1140,0.02332770824432373
2021_1116_1140,0.6802179515361786
2021_1124_1140,0.8860248699784279
2021_1101_1155,0.597486287355423
2021_1104_1155,0.6232680380344391
2021_1111_1155,0.024573326110839844
2021_1116_1155,0.6916982233524323
2021_1124_1155,0.8912973403930664
2021_1140_1155,0.5326434373855591
2021_1101_1156,0.8513685017824173
2021_1104_1156,0.8645744621753693
2021_1111_1156,0.08860087394714355
2021_1116_1156,0.8964551910758018
2021_1124_1156,0.9693631231784821
2021_1140_1156,0.8147436529397964
2021_1155_1156,0.7639366388320923
2021_1101_1159,0.47419023513793945
2021_1104_1159,0.501277506351471
2021_1111_1159,0.01507478952407837
2021_1116_1159,0.5768212974071503
2021_1124_1159,0.8328175395727158
2021_1140_1159,0.4091276526451111
2021_1155_1159,0.3375299572944641
2021_1156_1159,0.0848967432975769
2021_1101_1160,0.4653749465942383
2021_1104_1160,0.4924302101135254
2021_1111_1160,0.014558196067810059
2021_1116_1160,0.5681597292423248
2021_1124_1160,0.8278317153453827
2021_1140_1160,0.4006003737449646
2021_1155_1160,0.3296623229980469
2021_1156_1160,0.08218729496002197
2021_1159_1160,0.4049462080001831
2021_1101_1163,0.4261643886566162
2021_1104_1163,0.45287108421325684
2021_1111_1163,0.012447237968444824
2021_1116_1163,0.5288556814193726
2021_1124_1163,0.8040091395378113
2021_1140_1163,0.363140344619751
2021_1155_1163,0.29556483030319214
2021_1156_1163,0.07097631692886353
2021_1159_1163,0.3673288822174072
2021_1160_1163,0.45158082246780396
2021_1101_1166,0.614486038684845
2021_1104_1166,0.6398353278636932
2021_1111_1166,0.026339173316955566
2021_1116_1166,0.7066724896430969
2021_1124_1166,0.8980065807700157
2021_1140_1166,0.5503207445144653
2021_1155_1166,0.4738284945487976
2021_1156_1166,0.1408725380897522
2021_1159_1166,0.5547874867916107
2021_1160_1166,0.638634204864502
2021_1163_1166,0.635356217622757
2021_1101_1179,0.5567235350608826
2021_1104_1179,0.5832953453063965
2021_1111_1179,0.02087026834487915
2021_1116_1179,0.6549668312072754
2021_1124_1179,0.8740150183439255
2021_1140_1179,0.49090927839279175
2021_1155_1179,0.4150528907775879
2021_1156_1179,0.11441707611083984
2021_1159_1179,0.49542510509490967
2021_1160_1179,0.5820287466049194
2021_1163_1179,0.5785762369632721
2021_1166_1179,0.3275790810585022
2021_1101_1180,0.8589233011007309
2021_1104_1180,0.8715593218803406
2021_1111_1180,0.09365189075469971
2021_1116_1180,0.9019821360707283
2021_1124_1180,0.9711237978190184
2021_1140_1180,0.8237747550010681
2021_1155_1180,0.7747597843408585
2021_1156_1180,0.38511478900909424
2021_1159_1180,0.8263821601867676
2021_1160_1180,0.870975136756897
2021_1163_1180,0.8693736493587494
2021_1166_1180,0.7025239765644073
2021_1179_1180,0.5029177367687225
2021_1101_1186,0.8099522292613983
2021_1104_1186,0.8260864019393921
2021_1111_1186,0.0674513578414917
2021_1116_1186,0.8656193614006042
2021_1124_1186,0.9592525064945221
2021_1140_1186,0.7659277766942978
2021_1155_1186,0.7065547704696655
2021_1156_1186,0.3047943711280823
2021_1159_1186,0.7691512405872345
2021_1160_1186,0.825336828827858
2021_1163_1186,0.823283851146698
2021_1166_1186,0.6230865716934204
2021_1179_1186,0.41459423303604126
2021_1180_1186,0.15854483842849731
2021_1101_1196,0.5598631799221039
2021_1104_1196,0.586386650800705
2021_1111_1196,0.02113199234008789
2021_1116_1196,0.6578383147716522
2021_1124_1196,0.8754103407263756
2021_1140_1196,0.4940915107727051
2021_1155_1196,0.4181472659111023
2021_1156_1196,0.11571359634399414
2021_1159_1196,0.49860793352127075
2021_1160_1196,0.58512282371521
2021_1163_1196,0.5816774070262909
2021_1166_1196,0.3303896188735962
2021_1179_1196,0.17449522018432617
2021_1180_1196,0.05324232578277588
2021_1186_1196,0.1227979063987732
2021_1101_1199,0.5791610479354858
2021_1104_1199,0.6053413450717926
2021_1111_1199,0.02282339334487915
2021_1116_1199,0.6753315627574921
2021_1124_1199,0.8837457671761513
2021_1140_1199,0.5137686133384705
2021_1155_1199,0.4374149441719055
2021_1156_1199,0.1240156888961792
2021_1159_1199,0.5182806253433228
2021_1160_1199,0.6040962934494019
2021_1163_1199,0.6007009446620941
2021_1166_1199,0.34803229570388794
2021_1179_1199,0.18612706661224365
2021_1180_1199,0.05735313892364502
2021_1186_1199,0.13153278827667236
2021_1196_1199,0.4081408381462097
2021_1101_1207,0.8130756169557571
2021_1104_1207,0.8290006071329117
2021_1111_1207,0.06874716281890869
2021_1116_1207,0.8679770082235336
2021_1124_1207,0.9600432105362415
2021_1140_1207,0.7695688009262085
2021_1155_1207,0.7107705771923065
2021_1156_1207,0.3091384172439575
2021_1159_1207,0.7727569490671158
2021_1160_1207,0.828260987997055
2021_1163_1207,0.8262350708246231
2021_1166_1207,0.6278699338436127
2021_1179_1207,0.41955870389938354
2021_1180_1207,0.1612880825996399
2021_1186_1207,0.3237296938896179
2021_1196_1207,0.6854932308197021
2021_1199_1207,0.8045082688331604
2021_1101_1210,0.693845123052597
2021_1104_1210,0.7163846790790558
2021_1111_1210,0.03703850507736206
2021_1116_1210,0.7740332037210464
2021_1124_1210,0.9260280057787895
2021_1140_1210,0.63504359126091
2021_1155_1210,0.5614791214466095
2021_1156_1210,0.18906259536743164
2021_1159_1210,0.6392204463481903
2021_1160_1210,0.715325266122818
2021_1163_1210,0.7124296724796295
2021_1166_1210,0.46782636642456055
2021_1179_1210,0.27357739210128784
2021_1180_1210,0.09107017517089844
2021_1186_1210,0.19962400197982788
2021_1196_1210,0.5317500531673431
2021_1199_1210,0.6819506287574768
2021_1207_1210,0.1902713179588318
2021_1101_1211,0.30782002210617065
2021_1104_1211,0.33139336109161377
2021_1111_1211,0.007490932941436768
2021_1116_1211,0.40197038650512695
2021_1124_1211,0.7106883227825165
2021_1140_1211,0.25453442335128784
2021_1155_1211,0.2007969617843628
2021_1156_1211,0.043746888637542725
2021_1159_1211,0.2579777240753174
2021_1160_1211,0.33024024963378906
2021_1163_1211,0.3271123766899109
2021_1166_1211,0.1471211314201355
2021_1179_1211,0.06881499290466309
2021_1180_1211,0.019281744956970215
2021_1186_1211,0.0466577410697937
2021_1196_1211,0.1822291612625122
2021_1199_1211,0.29614198207855225
2021_1207_1211,0.04407709836959839
2021_1210_1211,0.1344558596611023
2021_1101_1213,0.7598406672477722
2021_1104_1213,0.7790684401988983
2021_1111_1213,0.050960004329681396
2021_1116_1213,0.8270517289638519
2021_1124_1213,0.9458776526153088
2021_1140_1213,0.7083870470523834
2021_1155_1213,0.6412548124790192
2021_1156_1213,0.24555426836013794
2021_1159_1213,0.7121050953865051
2021_1160_1213,0.7781707048416138
2021_1163_1213,0.7757139205932617
2021_1166_1213,0.5510156154632568
2021_1179_1213,0.3445913791656494
2021_1180_1213,0.12271249294281006
2021_1186_1213,0.2582663893699646
2021_1196_1213,0.6132083237171173
2021_1199_1213,0.7495846152305603
2021_1207_1213,0.24701416492462158
2021_1210_1213,0.5249826014041901
2021_1211_1213,0.950685627758503
2021_1101_1216,0.8676311373710632
2021_1104_1216,0.8795964866876602
2021_1111_1216,0.10010665655136108
2021_1116_1216,0.9083158671855927
2021_1124_1216,0.973122863098979
2021_1140_1216,0.8342332988977432
2021_1155_1216,0.7873764783143997
2021_1156_1216,0.4027315378189087
2021_1159_1216,0.8367166370153427
2021_1160_1216,0.8790437802672386
2021_1163_1216,0.8775283843278885
2021_1166_1216,0.7177126109600067
2021_1179_1216,0.5213542282581329
2021_1180_1216,0.2246760129928589
2021_1186_1216,0.4190608263015747
2021_1196_1216,0.7665956914424896
2021_1199_1216,0.8611371219158173
2021_1207_1216,0.4046246409416199
2021_1210_1216,0.6960127949714661
2021_1211_1216,0.9755730126053095
